Unnamed: 0,amount,Conc,elution,res,thrp,priority
2355,0.5,7.0,8,PENDING,PENDING,0.0
2354,0.5,7.0,9,PENDING,PENDING,0.0
2353,0.5,7.0,10,PENDING,PENDING,0.0
2352,0.5,7.0,11,PENDING,PENDING,0.0
2351,0.5,7.0,12,PENDING,PENDING,0.0
2350,0.5,7.0,13,PENDING,PENDING,0.0
2349,0.5,7.0,14,PENDING,PENDING,0.0
2348,0.5,7.0,15,PENDING,PENDING,0.0
2347,0.5,7.0,16,PENDING,PENDING,0.0
2346,0.5,7.5,5,PENDING,PENDING,0.0
2345,0.5,7.5,6,PENDING,PENDING,0.0
2344,0.5,7.5,7,PENDING,PENDING,0.0
2343,0.5,7.5,8,PENDING,PENDING,0.0
2342,0.5,7.5,9,PENDING,PENDING,0.0
2341,0.5,7.5,10,PENDING,PENDING,0.0
2340,0.5,7.5,11,PENDING,PENDING,0.0
2339,0.5,7.5,12,PENDING,PENDING,0.0
2338,0.5,7.5,13,PENDING,PENDING,0.0
2337,0.5,7.5,14,PENDING,PENDING,0.0
2336,0.5,7.5,15,PENDING,PENDING,0.0
2335,0.5,7.5,16,PENDING,PENDING,0.0
2334,0.5,8.0,5,PENDING,PENDING,0.0
2333,0.5,8.0,6,PENDING,PENDING,0.0
2332,0.5,8.0,7,PENDING,PENDING,0.0
2331,0.5,8.0,8,PENDING,PENDING,0.0
2330,0.5,8.0,9,PENDING,PENDING,0.0
2329,0.5,8.0,10,PENDING,PENDING,0.0
2328,0.5,8.0,11,PENDING,PENDING,0.0
2327,0.5,8.0,12,PENDING,PENDING,0.0
2326,0.5,8.0,13,PENDING,PENDING,0.0
2325,0.5,8.0,14,PENDING,PENDING,0.0
2324,0.5,8.0,15,PENDING,PENDING,0.0
2323,0.5,8.0,16,PENDING,PENDING,0.0
2322,0.5,8.5,5,PENDING,PENDING,0.0
2321,0.5,8.5,6,PENDING,PENDING,0.0
2320,0.5,8.5,7,PENDING,PENDING,0.0
2319,0.5,8.5,8,PENDING,PENDING,0.0
2318,0.5,8.5,9,PENDING,PENDING,0.0
2317,0.5,8.5,10,PENDING,PENDING,0.0
2316,0.5,8.5,11,PENDING,PENDING,0.0
2315,0.5,8.5,12,PENDING,PENDING,0.0
2314,0.5,8.5,13,PENDING,PENDING,0.0
2313,0.5,8.5,14,PENDING,PENDING,0.0
2312,0.5,8.5,15,PENDING,PENDING,0.0
2311,0.5,8.5,16,PENDING,PENDING,0.0
2310,0.5,9.0,5,PENDING,PENDING,0.0
2309,0.5,9.0,6,PENDING,PENDING,0.0
2308,0.5,9.0,7,PENDING,PENDING,0.0
2307,0.5,9.0,8,PENDING,PENDING,0.0
2306,0.5,9.0,9,PENDING,PENDING,0.0
2305,0.5,9.0,10,PENDING,PENDING,0.0
2304,0.5,9.0,11,PENDING,PENDING,0.0
2303,0.5,9.0,12,PENDING,PENDING,0.0
2302,0.5,9.0,13,PENDING,PENDING,0.0
2301,0.5,9.0,14,PENDING,PENDING,0.0
2300,0.5,9.0,15,PENDING,PENDING,0.0
2299,0.5,9.0,16,PENDING,PENDING,0.0
2298,0.5,9.5,5,PENDING,PENDING,0.0
2297,0.5,9.5,6,PENDING,PENDING,0.0
2296,0.5,9.5,7,PENDING,PENDING,0.0
2295,0.5,9.5,8,PENDING,PENDING,0.0
2294,0.5,9.5,9,PENDING,PENDING,0.0
2293,0.5,9.5,10,PENDING,PENDING,0.0
2292,0.5,9.5,11,PENDING,PENDING,0.0
2291,0.5,9.5,12,PENDING,PENDING,0.0
2290,0.5,9.5,13,PENDING,PENDING,0.0
2289,0.5,9.5,14,PENDING,PENDING,0.0
2288,0.5,9.5,15,PENDING,PENDING,0.0
2287,0.5,9.5,16,PENDING,PENDING,0.0
2286,0.5,10.0,5,PENDING,PENDING,0.0
2285,0.5,10.0,6,PENDING,PENDING,0.0
2284,0.5,10.0,7,PENDING,PENDING,0.0
2283,0.5,10.0,8,PENDING,PENDING,0.0
2282,0.5,10.0,9,PENDING,PENDING,0.0
2281,0.5,10.0,10,PENDING,PENDING,0.0
2280,0.5,10.0,11,PENDING,PENDING,0.0
2279,0.5,10.0,12,PENDING,PENDING,0.0
2278,0.5,10.0,13,PENDING,PENDING,0.0
2277,0.5,10.0,14,PENDING,PENDING,0.0
2276,0.5,10.0,15,PENDING,PENDING,0.0
2275,0.5,10.0,16,PENDING,PENDING,0.0
2274,0.75,1.0,5,PENDING,PENDING,0.0
2273,0.75,1.0,6,PENDING,PENDING,0.0
2272,0.75,1.0,7,PENDING,PENDING,0.0
2271,0.75,1.0,8,PENDING,PENDING,0.0
2270,0.75,1.0,9,PENDING,PENDING,0.0
2269,0.75,1.0,10,PENDING,PENDING,0.0
2268,0.75,1.0,11,PENDING,PENDING,0.0
2267,0.75,1.0,12,PENDING,PENDING,0.0
2266,0.75,1.0,13,PENDING,PENDING,0.0
2265,0.75,1.0,14,PENDING,PENDING,0.0
2264,0.75,1.0,15,PENDING,PENDING,0.0
2263,0.75,1.0,16,PENDING,PENDING,0.0
2262,0.75,1.5,5,PENDING,PENDING,0.0
2261,0.75,1.5,6,PENDING,PENDING,0.0
2260,0.75,1.5,7,PENDING,PENDING,0.0
2259,0.75,1.5,8,PENDING,PENDING,0.0
2258,0.75,1.5,9,PENDING,PENDING,0.0
2257,0.75,1.5,10,PENDING,PENDING,0.0
2256,0.75,1.5,11,PENDING,PENDING,0.0
2255,0.75,1.5,12,PENDING,PENDING,0.0
2254,0.75,1.5,13,PENDING,PENDING,0.0
2253,0.75,1.5,14,PENDING,PENDING,0.0
2252,0.75,1.5,15,PENDING,PENDING,0.0
2251,0.75,1.5,16,PENDING,PENDING,0.0
2250,0.75,2.0,5,PENDING,PENDING,0.0
2249,0.75,2.0,6,PENDING,PENDING,0.0
2248,0.75,2.0,7,PENDING,PENDING,0.0
2247,0.75,2.0,8,PENDING,PENDING,0.0
2246,0.75,2.0,9,PENDING,PENDING,0.0
2245,0.75,2.0,10,PENDING,PENDING,0.0
2244,0.75,2.0,11,PENDING,PENDING,0.0
2243,0.75,2.0,12,PENDING,PENDING,0.0
2242,0.75,2.0,13,PENDING,PENDING,0.0
2241,0.75,2.0,14,PENDING,PENDING,0.0
2240,0.75,2.0,15,PENDING,PENDING,0.0
2239,0.75,2.0,16,PENDING,PENDING,0.0
2238,0.75,2.5,5,PENDING,PENDING,0.0
2237,0.75,2.5,6,PENDING,PENDING,0.0
2236,0.75,2.5,7,PENDING,PENDING,0.0
2235,0.75,2.5,8,PENDING,PENDING,0.0
2234,0.75,2.5,9,PENDING,PENDING,0.0
2233,0.75,2.5,10,PENDING,PENDING,0.0
2232,0.75,2.5,11,PENDING,PENDING,0.0
2231,0.75,2.5,12,PENDING,PENDING,0.0
2230,0.75,2.5,13,PENDING,PENDING,0.0
2229,0.75,2.5,14,PENDING,PENDING,0.0
2228,0.75,2.5,15,PENDING,PENDING,0.0
2227,0.75,2.5,16,PENDING,PENDING,0.0
2226,0.75,3.0,5,PENDING,PENDING,0.0
2225,0.75,3.0,6,PENDING,PENDING,0.0
2224,0.75,3.0,7,PENDING,PENDING,0.0
2223,0.75,3.0,8,PENDING,PENDING,0.0
2222,0.75,3.0,9,PENDING,PENDING,0.0
2221,0.75,3.0,10,PENDING,PENDING,0.0
2220,0.75,3.0,11,PENDING,PENDING,0.0
2219,0.75,3.0,12,PENDING,PENDING,0.0
2218,0.75,3.0,13,PENDING,PENDING,0.0
